runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60,74,82,71,71,383754,15.9999,0.000183964,0.00974048,0.135446,0,180.031,39989967,83640966,13669,5596765,0.000247162,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,380874,15.6663,0.000186759,0.0138696,0.141,0,180.048,39458360,82472928,13348,5442114,0.000249717,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,373351,15.6668,0.000187611,0.00943848,0.141182,0,180.011,38672418,80847723,13010,5335802,0.00023552,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,386009,16,0.000180858,0.00984543,0.136518,0,180.016,40259697,84151338,13650,5628965,0.000250418,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,390695,16,0.000193521,0.00903733,0.128652,0,180.037,40693666,85151906,13946,5697660,0.000229358,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,381259,16,0.000190005,0.00933353,0.131801,0,180.016,39733052,83076353,13450,5558387,0.000238846,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,387939,16,0.000181249,0.0094681,0.134657,0,180.013,40465173,84579134,13629,5657294,0.000248875,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,385411,16,0.000189023,0.00975806,0.136063,0,180.02,40180420,84005597,13585,5620316,0.000241963,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,377420,15.667,0.000206045,0.00951472,0.128958,0,180.006,39105686,81743197,13200,5394343,0.000257391,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,381551,15.6669,0.000180648,0.00904973,0.109583,0,180.004,39522513,82619438,13343,5453027,0.000250738,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,376210,16,0.000183332,0.00957907,0.135824,0,180.02,39211140,81998398,13547,5486258,0.000247934,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,374259,15.6671,0.000213488,0.00942896,0.153526,0,180.025,38767782,81044733,12910,5349059,0.000240199,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,381414,15.6667,0.000181539,0.00951372,0.136612,0,180.014,39514821,82602454,13275,5450714,0.000243826,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,386981,16,0.000185095,0.0217785,0.139858,0,180.022,40325598,84350328,13645,5642926,0.00024121,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,388535,16,0.000194694,0.00929284,0.151368,0,180.009,40471663,84686069,13860,5667475,0.000249366,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,388230,16,0.000184134,0.00944278,0.138415,0,180.022,40448332,84615941,13865,5661704,0.000249266,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,387569,15.6669,0.000191878,0.00948856,0.139828,0,180.022,40154348,83933439,13463,5539848,0.000240049,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,388420,16,0.000179776,0.00954284,0.136049,0,180.025,40482548,84653307,13658,5663556,0.000252682,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,388323,16,0.000189454,0.00913749,0.145137,0,180.01,40477402,84636680,13558,5663494,0.000238275,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0002,74,82,71,71,388501,16,0.000184875,0.00907974,0.133289,0,180.003,40451970,84658583,13719,5666019,0.000235179,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,387049,16,0.000184825,0.00907188,0.139051,0,180.031,40328850,84354480,13796,5643233,0.0002513,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60,74,82,71,71,387617,15.6665,0.000179215,0.0172826,0.133856,0,180.004,40163688,83942022,13378,5538739,0.000244627,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,386936,16,0.000195025,0.00955762,0.137039,0,180.002,40295525,84314605,13545,5642625,0.000238125,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
60.0001,74,82,71,71,388877,15.6663,0.000181218,0.0137451,0.138531,0,180.032,40276340,84203968,13677,5557155,0.000238686,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-22.scen
