runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.000328474,0,89,1,86,77,2,-1,0.000135603,0.000192871,36787600,86388154,61310,5368577,0.000233126,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000379268,0,89,1,86,77,2,-1,0.000153276,0.000225992,35429631,83233186,57382,5173204,0.000225692,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000319076,0,89,1,86,77,2,-1,0.000138969,0.000180107,35299330,82930548,57505,5153392,0.000234979,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000337591,0,89,1,86,77,2,-1,0.000138068,0.000199523,34808789,81783500,57371,5082942,0.000256489,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000334304,0,89,1,86,77,2,-1,0.000137927,0.000196377,34610579,81291909,56411,5052930,0.000246059,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000321481,0,89,1,86,77,2,-1,0.000134521,0.00018696,34563749,81212199,56598,5048416,0.000231663,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000320709,0,89,1,86,77,2,-1,0.00013397,0.000186739,35485964,83353478,59246,5180118,0.000258853,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000330497,0,89,1,86,77,2,-1,0.000133229,0.000197268,35505875,83408073,58596,5184046,0.000237193,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000322222,0,89,1,86,77,2,-1,0.000132428,0.000189794,37519219,88142569,61846,5477718,0.000237323,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
0.000380561,0,89,1,86,77,2,-1,0.000136154,0.000244407,37397147,87836039,62617,5458106,0.000223638,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-8-8-random-24.scen
