runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0011,6675,8741,6265,6265,35822,8.00039,0.0527587,2.39768,0.136882,0,31340.6,21303627,40349937,700743,283828,0.0717897,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0008,6702,8741,6265,6265,36337,8.02152,0.0545585,2.3654,0.136469,0,33505.3,22674857,42186472,977383,288331,0.0718955,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0005,6683,8741,6265,6265,36601,7.84855,0.0524505,2.31493,0.129978,0,32862,22487155,41623553,1099932,284539,0.0723832,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0024,6641,8741,6265,6265,34867,7.89712,0.0531109,2.34987,0.135615,0,32144.3,22404701,41948152,736765,272124,0.073929,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0006,6648,8741,6265,6265,35940,7.94769,0.0526503,2.30874,0.131593,0,30933.6,21217893,40494121,944818,283682,0.0723442,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0017,6664,8741,6265,6265,36129,7.94043,0.052979,2.38874,0.137989,0,31619.5,22541014,42100507,831646,283645,0.0759096,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0008,6667,8741,6265,6265,33708,7.93939,0.0534272,2.36354,0.134738,0,31361.5,22781196,41687979,889167,264642,0.0716373,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0004,6715,8741,6265,6265,35843,8.00377,0.0520506,2.23085,0.134702,0,32759.8,22691528,42333749,849532,283736,0.0724672,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0001,6733,8741,6265,6265,33384,8.01651,0.0527443,2.29268,0.131033,0,35315.3,21846263,40989872,825494,265008,0.072246,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0006,6681,8741,6265,6265,33185,8.0132,0.0518234,2.29781,0.135154,0,32559.5,22470874,40936247,1011694,262827,0.0715243,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
60.0001,6718,8741,6265,6265,34633,7.99249,0.0515898,2.28186,0.132952,0,31244.4,21717598,40487302,771568,273907,0.0720794,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/empty-32-32-random-7.scen
