runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.140465,0,23770,1,23747,19622,2,-1,0.123593,0.016872,22569113,32690589,1397202,75907,0.318747,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.155793,0,23770,1,23747,19622,2,-1,0.138846,0.016947,22349247,30970289,2657327,70064,0.369132,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0724294,0,23155,1,23223,19622,2,-1,0.063697,0.00873238,23802398,31953208,3275351,72403,0.326534,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.131997,0,23770,1,23747,19622,2,-1,0.11611,0.0158878,23739470,32318991,3291879,77290,0.348791,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0717792,0,23155,1,23223,19622,2,-1,0.0630568,0.00872243,24126415,31875493,3659964,75627,0.33287,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0735111,0,23155,1,23223,19622,2,-1,0.0646945,0.00881656,24257614,31502605,3808304,73734,0.359465,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0709418,0,23155,1,23223,19622,2,-1,0.0621834,0.00875843,24717078,32019861,3985650,76451,0.34384,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0701598,0,23155,1,23223,19622,2,-1,0.0612361,0.00892373,24221497,31635357,3850541,72142,0.360359,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.144279,0,23770,1,23747,19622,2,-1,0.127178,0.0171017,22065660,33264113,1272879,85163,0.313194,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0694897,0,23155,1,23223,19622,2,-1,0.0606537,0.00883602,22367092,32308730,1630425,79776,0.328845,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0714938,0,23155,1,23223,19622,2,-1,0.0627079,0.0087859,24514686,30574607,4968999,75540,0.338937,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0711587,0,23155,1,23223,19622,2,-1,0.062422,0.00873674,24137316,31884375,3512174,71896,0.32563,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0716321,0,23155,1,23223,19622,2,-1,0.0629572,0.00867485,23390676,31818791,2517372,72828,0.322809,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0700632,0,23155,1,23223,19622,2,-1,0.0610132,0.00905005,22703599,31914163,1952224,78026,0.320427,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0675067,0,23155,1,23223,19622,2,-1,0.0588815,0.00862518,23485063,32116492,2550416,78430,0.342645,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0705535,0,23155,1,23223,19622,2,-1,0.0617472,0.00880636,24174808,31817181,3859728,74431,0.337005,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0699333,0,23155,1,23223,19622,2,-1,0.0612449,0.00868838,23946735,31607009,3709286,74084,0.336156,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.13928,0,23770,1,23747,19622,2,-1,0.122983,0.0162964,23835829,32042077,3455198,69711,0.330434,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.138488,0,23770,1,23747,19622,2,-1,0.121965,0.0165227,23877976,31773359,3579417,75160,0.32682,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.052417,0,23155,1,23223,19622,2,-1,0.0462491,0.00616795,25179173,32695634,3886685,77040,0.326034,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0703918,0,23155,1,23223,19622,2,-1,0.0619681,0.00842373,25176623,32706683,4312219,79937,0.32531,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0851181,0,23155,1,23223,19622,2,-1,0.076396,0.00872207,25081524,33030987,3744962,76265,0.338878,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0485314,0,23155,1,23223,19622,2,-1,0.0421721,0.00635923,24488130,35555417,1803477,85258,0.325025,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.13834,0,23770,1,23747,19622,2,-1,0.122137,0.0162035,25629836,34860806,3419103,82994,0.328674,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.140803,0,23770,1,23747,19622,2,-1,0.124068,0.0167352,23551944,34712462,1664858,84625,0.331935,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0703792,0,23155,1,23223,19622,2,-1,0.0616526,0.00872665,25735992,35012685,3224261,80937,0.325558,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.137105,0,23770,1,23747,19622,2,-1,0.121033,0.0160715,24794297,34261920,2977253,75621,0.316437,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0756602,0,23155,1,23223,19622,2,-1,0.0671037,0.00855649,26412566,37334723,2281825,87329,0.253231,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0945913,0,23770,1,23747,19622,2,-1,0.0831831,0.0114082,25567988,37283970,1605573,82611,0.327447,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.138851,0,23770,1,23747,19622,2,-1,0.121931,0.0169202,24942760,36399838,1744726,89747,0.327953,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
0.0730658,0,23155,1,23223,19622,2,-1,0.0644729,0.00859293,26755960,34331805,4570198,78671,0.321791,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-17.scen
