runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0026,25309,31927,24670,24670,4756,12.4015,0.959571,24.8057,0.044748,0,63131.7,21374044,28842012,3132230,58594,0.397338,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0118,25222,31927,24670,24670,5131,11.662,0.916387,25.0929,0.0455803,0,66563.4,21900146,29012826,3325065,59370,0.397325,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0001,25368,31927,24670,24670,3577,11.9438,1.2308,24.4311,0.0466549,0,74936.3,19994665,25542285,2363124,41825,0.400837,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0102,25227,31927,24670,24670,5008,10.8742,0.960778,24.8178,0.0449899,0,67373.4,22107099,28103047,4114735,53952,0.403217,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0036,25286,32197,24670,24670,4582,11.6763,1.34872,24.65,0.0473104,0,67992.3,20462812,27131112,3219861,53204,0.385072,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0058,25288,32197,24670,24670,3675,12.5787,1.36674,25.2238,0.0459986,0,73915.9,20790604,24919373,4351108,45728,0.396955,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.017,25279,32197,24670,24670,3983,11.8875,1.3205,24.1856,0.0452291,0,69468.4,20960073,25254147,4725428,47155,0.401982,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0116,25244,32197,24670,24670,4815,11.4285,1.31006,23.9197,0.0453883,0,62248.5,20957713,27835488,3180191,54752,0.393209,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0252,25393,32197,24670,24670,4729,12.0886,1.31719,24.7329,0.0448163,0,67720.9,22771189,28577610,4608559,56762,0.403681,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
60.0107,25325,32197,24670,24670,4617,12.2082,1.44808,25.6807,0.0449959,0,69070.2,22545029,28649317,4317422,56021,0.37886,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-23.scen
