runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0081,24759,31165,24130,24130,4157,13.2305,1.44906,23.3899,0.0475932,0,72314.9,22460836,28088921,4795485,54714,0.391934,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0349,24681,28296,24130,24130,4456,13.1684,0.594334,23.1058,0.0454081,0,51204.3,21435890,29487304,2728571,58346,0.401979,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.005,24796,31165,24130,24130,3793,13.3745,1.47938,24.0012,0.0458729,0,74167.1,22416840,28448909,4302923,50375,0.383932,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0113,24775,31165,24130,24130,4415,13.4846,1.52421,23.2032,0.0459068,0,66966.3,22243579,28672762,4370264,59267,0.401908,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0055,24774,31165,24130,24130,4233,12.9905,1.51244,23.5637,0.0450797,0,70152.9,23143804,27722285,5648160,54685,0.404897,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0111,24822,31165,24130,24130,4421,13.5269,1.53772,23.6598,0.045422,0,67594.3,22400648,28485280,4596485,59364,0.404507,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0164,24753,31165,24130,24130,4511,13.3188,1.60284,24.003,0.045554,0,58974.4,21305736,29320149,3213027,59762,0.395551,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0062,24737,31165,24130,24130,4023,13.0646,1.59908,23.7729,0.0456129,0,79952,23063083,27165411,6041965,52248,0.391945,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0011,24722,29278,24130,24130,4564,12.9481,0.68211,23.5654,0.0454085,0,56092.9,21986051,29656014,3366259,58688,0.402054,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0047,24717,29278,24130,24130,4325,13.13,0.678956,23.7891,0.0454684,0,59667.7,22103159,29906436,3376959,56500,0.406321,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0065,24771,29278,24130,24130,4122,13.514,0.709146,24.1342,0.0452683,0,62871.2,22596139,29610756,4064608,55511,0.392467,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0036,24665,31165,24130,24130,4301,13.346,1.45565,23.8791,0.0459638,0,63791.9,22523584,29263257,4203035,57162,0.386727,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0015,24720,29278,24130,24130,4494,12.631,0.686737,23.8874,0.0449343,0,60944.7,21510102,29699370,2723094,56471,0.401833,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
60.0117,24736,29278,24130,24130,4431,13.3779,0.681768,23.929,0.0455715,0,61014.4,22248677,29650666,3796755,58887,0.395628,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-10.scen
