runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.415627,0,8802,9,8649,5425,35,-1,0.133362,0.538551,29602652,38782766,1861156,214121,0.0465817,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.414011,0,8802,9,8649,5425,35,-1,0.132304,0.535138,28253092,36807244,1833811,185369,0.0461333,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.370136,0,8861,20,8385,5425,23,-1,0.156193,2.12046,27236054,35838182,2193097,202823,0.0464999,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.409865,0,8802,9,8649,5425,35,-1,0.131211,0.53046,27403339,36228896,1830056,195844,0.0455294,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.408614,0,8802,9,8649,5425,35,-1,0.131502,0.528458,27947812,36500642,1898800,194422,0.0461199,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.421975,0,8802,9,8649,5425,35,-1,0.135342,0.546913,27215474,36141885,1901168,213433,0.046369,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.409822,0,8802,9,8649,5425,35,-1,0.131616,0.530234,28275692,37039891,2377344,219042,0.0461359,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.366243,0,8861,20,8385,5425,23,-1,0.153905,2.09882,28124338,37385400,1999655,213104,0.0467036,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.359864,0,8861,20,8385,5425,23,-1,0.149892,2.0778,28889101,37753687,2281574,208757,0.0458474,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.363635,0,8861,20,8385,5425,23,-1,0.153776,2.08128,27722359,35851191,2252350,183013,0.0462399,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.423913,0,8802,9,8649,5425,35,-1,0.131424,0.54647,28007422,37200964,1750362,204203,0.0459258,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.404937,0,8802,9,8649,5425,35,-1,0.131116,0.525102,27367621,36714349,1736694,212301,0.0461685,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.404702,0,8802,9,8649,5425,35,-1,0.130623,0.523107,27560736,36401802,1708924,202804,0.0456709,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.376656,0,8861,20,8385,5425,23,-1,0.158578,2.16081,27951203,36900306,2171678,215568,0.0465402,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.413769,0,8802,9,8649,5425,35,-1,0.132989,0.534916,27862899,36398089,2023980,197302,0.0460298,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.411427,0,8802,9,8649,5425,35,-1,0.131882,0.533215,28330175,36813190,2333093,209504,0.0465773,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.372563,0,8802,9,8649,5425,35,-1,0.117714,0.485104,29640045,39234807,1996505,218750,0.0462107,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.365521,0,8861,20,8385,5425,23,-1,0.155799,2.09123,27699932,36782303,2041965,209667,0.0464832,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.407732,0,8802,9,8649,5425,35,-1,0.131307,0.527121,28388885,37405438,1710373,194274,0.0459945,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.412738,0,8802,9,8649,5425,35,-1,0.131991,0.534593,28027185,37266389,1797563,210824,0.0459428,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.40777,0,8802,9,8649,5425,35,-1,0.131364,0.527659,28324205,36373179,1985342,185114,0.0460567,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.415515,0,8802,9,8649,5425,35,-1,0.133151,0.538431,27258341,36605895,1626136,215296,0.045751,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.414499,0,8802,9,8649,5425,35,-1,0.133835,0.534874,27275314,36569090,1660456,204758,0.0463033,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.419631,0,8802,9,8649,5425,35,-1,0.132963,0.54382,27684975,36975899,1537503,203399,0.0465048,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.411259,0,8802,9,8649,5425,35,-1,0.131842,0.532617,27940645,37600152,1639699,223303,0.0460744,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.371089,0,8861,20,8385,5425,23,-1,0.156661,2.12771,27652992,36035591,2274695,187248,0.0463847,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.376251,0,8861,20,8385,5425,23,-1,0.15811,2.15368,27748863,35634766,2919705,203405,0.0461502,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.413911,0,8802,9,8649,5425,35,-1,0.132724,0.53553,28132184,36282255,2260668,203561,0.0469108,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.419539,0,8802,9,8649,5425,35,-1,0.142254,0.530049,27841887,36280977,1676821,181948,0.0460908,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.415175,0,8802,9,8649,5425,35,-1,0.133527,0.537229,28201630,37203072,1979342,209474,0.0459171,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.374258,0,8861,20,8385,5425,23,-1,0.156228,2.15852,27914381,36247963,1947846,189375,0.0462493,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.409883,0,8802,9,8649,5425,35,-1,0.132175,0.532473,27497944,36548607,1614629,198726,0.0459748,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.37484,0,8861,20,8385,5425,23,-1,0.156935,2.15909,27180543,34936385,2314498,180638,0.0460625,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.411582,0,8802,9,8649,5425,35,-1,0.132673,0.532,28010157,37088290,1795232,199653,0.0461338,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.424817,0,8802,9,8649,5425,35,-1,0.134262,0.552639,27702533,36691236,1745481,196268,0.0457689,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.362838,0,8861,20,8385,5425,23,-1,0.15434,2.05147,28318579,36665092,2288137,196600,0.0462307,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
0.422396,0,8802,9,8649,5425,35,-1,0.133288,0.544776,27227512,35960449,1836783,204952,0.0462561,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-11.scen
