runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
1.93745,0,95940,1,95895,75788,2,-1,1.91055,0.0268939,1347657,807618,983163,500,1.69717,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.75953,0,95940,1,95895,75788,2,-1,1.73216,0.0273702,1347657,807618,983163,500,1.64536,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.46763,0,95940,1,95895,75788,2,-1,1.44125,0.0263796,1347657,807618,983163,500,1.66122,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.81719,0,95940,1,95895,75788,2,-1,1.78965,0.0275357,1347657,807618,983163,500,1.65328,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.40489,0,95940,1,95895,75788,2,-1,1.37897,0.0259187,1347657,807618,983163,500,1.63444,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.66455,0,95940,1,95895,75788,2,-1,1.6374,0.0271481,1347657,807618,983163,500,1.65491,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.86796,0,95940,1,95895,75788,2,-1,1.83971,0.0282471,1347657,807618,983163,500,1.70611,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.84595,0,95940,1,95895,75788,2,-1,1.81889,0.0270635,1347657,807618,983163,500,1.6658,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.87007,0,95940,1,95895,75788,2,-1,1.84198,0.0280843,1347657,807618,983163,500,1.75968,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.75838,0,95940,1,95895,75788,2,-1,1.73189,0.0264872,1347657,807618,983163,500,1.62874,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.85935,0,95940,1,95895,75788,2,-1,1.82932,0.0300288,1347657,807618,983163,500,1.68469,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.97755,0,95940,1,95895,75788,2,-1,1.95029,0.0272551,1347657,807618,983163,500,1.63896,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.84713,0,95940,1,95895,75788,2,-1,1.82035,0.0267792,1347657,807618,983163,500,1.61974,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.73707,0,95940,1,95895,75788,2,-1,1.71225,0.0248234,1347657,807618,983163,500,1.64399,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.76441,0,95940,1,95895,75788,2,-1,1.73713,0.0272733,1347657,807618,983163,500,1.65025,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.61135,0,95940,1,95895,75788,2,-1,1.58393,0.0274214,1347657,807618,983163,500,1.64647,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.86692,0,95940,1,95895,75788,2,-1,1.83921,0.0277079,1347657,807618,983163,500,1.63263,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.98043,0,95940,1,95895,75788,2,-1,1.95243,0.027998,1347657,807618,983163,500,1.69399,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.9324,0,95940,1,95895,75788,2,-1,1.90573,0.026669,1347657,807618,983163,500,1.68477,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.66554,0,95940,1,95895,75788,2,-1,1.63838,0.0271668,1347657,807618,983163,500,1.63374,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
2.06496,0,95940,1,95895,75788,2,-1,2.03783,0.0271275,1347657,807618,983163,500,1.71057,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.73483,0,95940,1,95895,75788,2,-1,1.70767,0.0271606,1347657,807618,983163,500,1.71997,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.69598,0,95940,1,95895,75788,2,-1,1.66891,0.0270686,1347657,807618,983163,500,1.71849,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.75021,0,95940,1,95895,75788,2,-1,1.72326,0.0269477,1347657,807618,983163,500,1.67027,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
2.12548,0,95940,1,95895,75788,2,-1,2.09747,0.0280125,1347657,807618,983163,500,1.65932,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.51891,0,95940,1,95895,75788,2,-1,1.49159,0.027323,1347657,807618,983163,500,1.69866,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.72874,0,95940,1,95895,75788,2,-1,1.70118,0.0275637,1347657,807618,983163,500,1.69198,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.55934,0,95940,1,95895,75788,2,-1,1.53348,0.025853,1347657,807618,983163,500,1.67119,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.58196,0,95940,1,95895,75788,2,-1,1.55559,0.0263751,1347657,807618,983163,500,1.67123,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.50223,0,95940,1,95895,75788,2,-1,1.47108,0.0311544,1347657,807618,983163,500,1.68579,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.53122,0,95940,1,95895,75788,2,-1,1.50535,0.0258764,1347657,807618,983163,500,1.65587,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
1.78576,0,95940,1,95895,75788,2,-1,1.75749,0.0282756,1347657,807618,983163,500,1.75904,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-16.scen
