runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0042,12250,14530,12143,12143,10511,10.0276,0.47777,6.413,0.0455734,0,8759.27,25847850,35017526,2434927,104319,0.205492,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0066,12237,14530,12143,12143,9338,11.9648,0.466751,5.55097,0.0455215,0,8069.47,25077273,34736918,2450311,110361,0.209481,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0073,12245,14530,12143,12143,8725,12.2161,0.48716,5.65884,0.0449667,0,8755.08,25276356,34221231,2873821,105415,0.199274,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0068,12257,14530,12143,12143,9511,10.8472,0.466501,5.62003,0.0455242,0,9632.82,25798727,34369262,2809869,102273,0.207725,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0046,12243,14530,12143,12143,9277,11.6938,0.481154,5.79373,0.0464861,0,8435.29,25606582,34692909,2751500,107278,0.205948,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0035,12242,14530,12143,12143,9285,12.1466,0.474233,5.70192,0.045296,0,8218.85,25534178,35247961,2546659,111584,0.19887,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0059,12245,14530,12143,12143,9370,12.0093,0.473732,5.72643,0.0448437,0,9229.73,25564384,34723238,2614056,111315,0.209615,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.002,12239,14530,12143,12143,9007,11.7779,0.494296,5.64956,0.0459659,0,9572.46,25526560,33912048,3241081,104885,0.224941,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0064,12240,14530,12143,12143,8873,12.22,0.478193,5.69601,0.0456063,0,8385.72,25377218,34449822,2684345,107315,0.201655,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
60.0054,12237,14530,12143,12143,9212,12.3734,0.460064,5.8522,0.0460512,0,8153.14,25070343,34443488,2728199,112821,0.201472,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/warehouse-10-20-10-2-1-random-20.scen
