runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.0281771,0,4705,2,4679,3387,3,-1,0.0218713,0.0102523,28181638,44949357,1616957,297493,0.0294667,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0279113,0,4705,2,4679,3387,3,-1,0.0218019,0.00987674,27595495,45322757,1701515,315704,0.0280315,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0280794,0,4705,2,4679,3387,3,-1,0.0218656,0.0100501,28320959,44946809,1798807,287394,0.0281392,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0277436,0,4705,2,4679,3387,3,-1,0.0216203,0.00991631,28576380,43638861,2277836,263704,0.0277567,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0277929,0,4705,2,4679,3387,3,-1,0.0216453,0.00995173,28074405,43419088,1893587,272004,0.0279094,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0279012,0,4705,2,4679,3387,3,-1,0.0217229,0.00999988,28291201,43885238,1887026,275733,0.0279726,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0280706,0,4705,2,4679,3387,3,-1,0.0218408,0.0100835,27941712,45477680,1697717,306860,0.027981,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0279342,0,4705,2,4679,3387,3,-1,0.0217581,0.01,28110532,44808662,1527411,283709,0.0278867,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0282242,0,4705,2,4679,3387,3,-1,0.0220271,0.0100165,27766122,44984265,1599700,303986,0.0280553,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0280536,0,4705,2,4679,3387,3,-1,0.021866,0.0100126,28031255,43550468,2040415,269648,0.0279087,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
0.0282795,0,4705,2,4679,3387,3,-1,0.0220261,0.0101201,28746115,45248924,1882451,298516,0.0281774,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-12.scen
