runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0008,3643,4680,3273,3273,28790,13.2126,0.0563988,1.86303,0.0882156,0,23244.8,28381486,47490951,1032805,355123,0.0283349,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0009,3644,4680,3273,3273,27391,13.867,0.0563393,1.90438,0.0877867,0,23102.9,28264488,46665911,983497,353151,0.0278684,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0005,3662,4680,3273,3273,29063,13.4956,0.0562984,1.84442,0.0870454,0,24536.8,27795289,46531847,1240578,366126,0.0278885,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0002,3638,4680,3273,3273,33104,11.7146,0.0568419,1.90092,0.0871672,0,23290.9,28527442,47515191,1004456,363407,0.0278256,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0025,3647,4680,3273,3273,29114,12.9565,0.0563331,1.86151,0.0862486,0,23835.2,28889643,47414166,1216734,349688,0.0275665,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0008,3661,4680,3273,3273,27612,14.4588,0.0566351,1.88332,0.0860054,0,23965.9,28378883,47308733,1199115,371297,0.0281198,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.001,3650,4680,3273,3273,30404,13.3495,0.0564829,1.85203,0.0867983,0,23947,28021807,47175100,1073558,379830,0.0277849,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0006,3646,4680,3273,3273,33737,12.5455,0.0577081,1.89618,0.0892045,0,24095.3,28739313,48347168,1231320,398812,0.0280879,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0011,3641,4680,3273,3273,30694,13.552,0.0565471,1.85008,0.0845986,0,23659.2,27752613,47217250,884294,391825,0.0276481,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
60.0028,3643,4680,3273,3273,30519,13.3924,0.0573385,1.88114,0.0883458,0,23333.2,28534910,48074948,1056329,380493,0.0280993,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/random-32-32-20-random-4.scen
