runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0061,32482,36360,32314,32314,2468,7.25659,0.309934,12.2317,0.0973079,0,23195.8,11619067,28282202,551184,18070,0.610778,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0321,32492,36360,32314,32314,2269,7.306,0.494211,13.0159,0.13066,0,27270.2,10632176,25825940,499911,16733,0.651268,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0015,32490,36360,32314,32314,2042,7.13229,0.431953,14.0133,0.1255,0,28730.1,9170161,22523036,401896,14732,0.619315,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.004,32487,36360,32314,32314,2028,7.21362,0.44136,13.8607,0.130092,0,24243,9338238,22982091,340180,14793,0.620056,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0095,32505,36360,32314,32314,2132,7.23792,0.47626,14.0624,0.12806,0,20074.7,9503405,23421775,326467,15593,0.609459,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0152,32487,36360,32314,32314,2679,7.33906,0.354683,11.4887,0.118834,0,23961.3,12114425,30121095,488493,19817,0.622044,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0185,32486,36360,32314,32314,1852,7.14371,0.526584,16.6053,0.13637,0,29747.3,8354283,20642702,266935,13400,0.616201,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.015,32500,36360,32314,32314,1823,7.2618,0.487991,14.5522,0.131214,0,22692,8446998,20796076,353711,13405,0.507764,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0404,32539,36360,32314,32314,1395,7.22956,0.635871,15.8856,0.146678,0,40356.4,6937331,16951703,299249,10259,0.493007,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0429,32496,36360,32314,32314,1627,7.22263,0.626927,17.6521,0.144649,0,28249.9,7857027,19156517,303232,11914,0.645715,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0167,32502,36360,32314,32314,1823,7.21021,0.335133,11.5126,0.0957129,0,22380.7,8645549,21004610,417915,13305,0.64729,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0186,32500,36360,32314,32314,1819,7.30253,0.498459,15.3435,0.127215,0,21372.3,8126905,20092849,279641,13455,0.62693,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0185,32508,36360,32314,32314,1941,7.31495,0.493214,14.5128,0.128877,0,28043,9419824,22975135,366549,14376,0.622522,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.007,32490,36360,32314,32314,2391,7.28243,0.317511,13.0054,0.0944537,0,18862.9,10913769,27253094,335032,17574,0.500523,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.041,32527,36360,32314,32314,2493,7.26886,0.28854,10.5887,0.0919536,0,25587.2,11954392,29313246,496770,18290,0.632387,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0127,32451,36360,32314,32314,2244,7.24253,0.431295,12.5408,0.132915,0,23292.8,9996617,24792865,422959,16407,0.59917,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0301,32511,36360,32314,32314,2227,7.27403,0.446772,12.7455,0.129767,0,23103.2,10020393,24720473,384316,16362,0.616055,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0476,32504,36360,32314,32314,2383,7.3136,0.436498,12.4686,0.128874,0,29114.8,11223193,27705080,366237,17595,0.656838,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0136,32488,36360,32314,32314,2233,7.25941,0.42056,12.586,0.126086,0,25305.4,10400583,25424169,334872,16373,0.602449,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0129,32485,36360,32314,32314,2474,7.32754,0.412704,11.9454,0.131047,0,21414.7,11175399,27871637,445729,18291,0.669745,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0686,32471,36360,32314,32314,2368,7.23447,0.397863,11.8242,0.139269,0,26584.2,11499798,27705104,530584,17299,0.67965,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0112,32501,36360,32314,32314,2460,7.29362,0.400647,12.0009,0.134981,0,25313.7,11639858,28469256,520564,18110,0.679755,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0084,32503,36360,32314,32314,2530,7.19612,0.384478,12.094,0.135988,0,22201.6,11067626,27493933,292287,18373,0.666514,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.013,32508,36360,32314,32314,2559,7.30297,0.382181,11.9643,0.138495,0,21073.4,11256969,28187560,345311,18837,0.695637,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0327,32507,36360,32314,32314,2725,7.24266,0.405032,12.2347,0.135468,0,22626.1,11858524,29458257,434391,19878,0.672603,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0234,32500,36360,32314,32314,2382,7.36665,0.407484,11.8651,0.133048,0,19213.2,11251433,27277239,434273,17707,0.664277,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0438,32465,36360,32314,32314,2612,7.35887,0.406243,11.9015,0.135363,0,20597.9,11501949,28713387,475225,19381,0.667204,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0027,32499,36360,32314,32314,2467,7.42539,0.400246,11.9772,0.133921,0,19465.3,11113960,27525947,371765,18485,0.676065,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
60.0179,32490,36360,32314,32314,2548,7.32941,0.404411,11.9731,0.136743,0,22031.1,11431274,28252690,461606,18832,0.680837,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-8.scen
