runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,runtime of initial solutions generation,runtime of best initial solution prediction,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
60.0022,48299,54734,47024,47024,2308,7.20893,0.771114,24.8186,0.122835,0,140802,9656513,23526242,623806,16913,1.24931,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0065,48016,54734,47024,47024,2640,7.26108,0.677641,23.171,0.122899,0,121798,10675194,26277098,785721,19436,0.99099,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0008,48369,54734,47024,47024,2370,7.30561,0.709546,23.5074,0.12135,0,125828,10352144,24978813,638406,17578,1.0367,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0141,48160,54734,47024,47024,2477,7.25646,0.665424,21.9127,0.118788,0,127584,10732648,26091974,720019,18248,1.03797,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0283,48045,54734,47024,47024,2465,7.20455,0.726899,23.1827,0.119724,0,114958,10168094,24919652,654979,18026,1.00919,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0098,48158,54734,47024,47024,2444,7.26074,0.634669,22.6498,0.121109,0,120777,11056885,25402998,1267349,18017,1.03517,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0108,48109,54734,47024,47024,2604,7.35574,0.6767,22.3528,0.121189,0,122351,10617298,26053850,702484,19406,1.0171,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0325,47904,54734,47024,47024,2524,7.08522,0.721418,22.9997,0.121124,0,120621,9980979,24891353,568315,18139,1.03026,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0345,48207,54734,47024,47024,2540,7.38874,0.636789,22.6128,0.118437,0,131311,10754846,25833002,872256,19022,1.01088,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0004,48179,54734,47024,47024,2583,7.27111,0.828315,22.979,0.121418,0,128741,10439797,25990975,491266,19043,1.02806,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0014,48155,54734,47024,47024,2459,7.28967,0.726432,23.3031,0.120713,0,131130,10154352,25146693,597369,18193,1.02182,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0268,48102,54734,47024,47024,2589,7.32767,0.673715,22.7293,0.121524,0,130089,10125830,25550080,508130,19239,1.02371,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
60.0362,48216,54734,47024,47024,2385,7.33054,0.705355,23.2085,0.121231,0,127577,9903834,24430884,521143,17747,0.98689,LNS(PP;PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-13.scen
