runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.152978,0,73541,1,73541,61820,2,-1,0.104154,0.0488236,10587868,20891096,1831812,11351,1.30083,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.138882,0,73541,1,73541,61820,2,-1,0.0962413,0.0426405,14232547,17846897,6582263,9252,1.19947,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.167732,0,73541,1,73541,61820,2,-1,0.113811,0.0539218,12225770,18722804,4289914,9851,1.33652,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.158181,0,73541,1,73541,61820,2,-1,0.107938,0.0502438,11754616,18736613,3908220,10035,1.33809,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.15727,0,73541,1,73541,61820,2,-1,0.107919,0.0493507,12654073,18621735,4722913,9992,1.32381,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.149313,0,73541,1,73541,61820,2,-1,0.102586,0.0467275,10755157,20056349,2447013,10954,1.35974,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.169099,0,73541,1,73541,61820,2,-1,0.115058,0.0540412,12199515,18062426,4431800,9265,1.33164,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.161783,0,73541,1,73541,61820,2,-1,0.110595,0.0511881,10778953,20562236,2181113,10794,1.34058,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.152343,0,73541,1,73541,61820,2,-1,0.103774,0.0485692,10283167,20159447,1883057,10774,1.35448,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.166758,0,73541,1,73541,61820,2,-1,0.113821,0.0529365,11457430,19193204,3343717,10094,1.36594,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.176494,0,73541,1,73541,61820,2,-1,0.121974,0.0545207,11178657,17142740,3931935,9076,1.32201,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
0.158179,0,73541,1,73541,61820,2,-1,0.107869,0.0503099,13719509,19852873,5343017,10768,1.31384,InitLNS(PP),/home1/mhuber/MAPF/MAPF-ML-LNS2/mapf_instances/mapf-scen-random/scen-random/ost003d-random-17.scen
